Participant;Record_Name;Track;Hazard_number;Hazard_type;Seen;First fixation time;First fixation;Second fixation;Third fixation;Fouth fixation;Fifth fixation;Sixth fixation;Seventh fixation;Cross event;Detections;Fixations;Remarks;Detection laps;Percentage of fixation during hazard
48;Recording198;2;1;1CH;YES;00:13,4;0.761;2.32;0;0;0;0;0;00:21,4;2;2;Pretty good quality;8.0;38.513
48;Recording198;2;2;2AH;YES;00:36,3;0.56;0.184;1.66;0;0;0;0;00:42,8;3;3;;6.5;36.985
48;Recording198;2;3;4CV;YES;01:00,8;0.52;0.26;0;0;0;0;0;01:03,1;2;2;;2.3;33.913
48;Recording198;2;4;5AV;NO;00:00,0;0;0;0;0;0;0;0;00:00,0;0;0;;0.0;0
48;Recording198;2;5;3AV;YES;01:26,4;1.7;0.94;0;0;0;0;0;01:29,3;2;2;;2.9;91.034
48;Recording198;2;6;3AH;YES;01:36,5;4.821;0.66;0.5;0.14;0.08;0.2;0;01:44,3;6;6;3, 4, 5 and 6 together;7.8;82.064
48;Recording198;2;7;2CV;YES;01:52,8;2.22;1.3;0.26;0.3;0;0;0;01:57,8;3;4;2 and 3 together;5.0;81.6
48;Recording198;2;8;6AH;YES;02:09,6;2;0;0;0;0;0;0;02:12,0;1;1;;2.4;83.333
48;Recording197;1;1;1AH;YES;00:15,5;1.94;0.38;2.64;0.34;0.18;0;0;00:23,3;5;5;4 and 5 together;7.8;70.256
48;Recording197;1;2;3CH;YES;00:40,8;0.18;1.24;0;0;0;0;0;00:44,3;2;2;;3.5;40.571
48;Recording197;1;3;2AV;YES;00:57,3;0.64;0.44;2.76;0.16;0;0;0;01:04,0;3;4;;6.7;59.701
48;Recording197;1;4;5CV;NO;00:00,0;0;0;0;0;0;0;0;00:00,0;0;0;;0.0;0
48;Recording197;1;5;1CV;YES;01:40,3;1.36;2.6;0;0;0;0;0;01:46,3;2;2;;6.0;66.0
48;Recording197;1;6;6AV;YES;01:51,3;0.28;0.32;0.28;0.24;0.34;0;0;01:53,5;5;5;5,2, 3 and 4 together;2.2;66.364
48;Recording197;1;7;4AH;YES;02:00,5;0.98;0;0;0;0;0;0;02:01,8;1;1;;1.3;75.385
48;Recording197;1;8;6CH;NO;00:00,0;0;0;0;0;0;0;0;00:00,0;0;0;;0.0;0
48;Recording196;3;1;6CV;YES;00:19,5;1.62;0.12;0.46;0.14;0;0;0;00:22,8;4;4;;3.3;70.909
48;Recording196;3;2;4CH;YES;00:24,2;2.04;1.84;0.26;0;0;0;0;00:29,5;3;3;;5.3;78.113
48;Recording196;3;3;5AH;YES;00:42,5;1.92;0;0;0;0;0;0;00:44,2;0;0;Looking after the bus;1.7;100
48;Recording196;3;4;4AV;YES;00:58,9;0.94;0.8;0;0;0;0;0;01:04,0;2;2;;5.1;34.118
48;Recording196;3;5;5CH;YES;01:10,5;0.16;0;0;0;0;0;0;01:13,5;1;1;Looking at the bus stop;3.0;5.333
48;Recording196;3;6;2CH;YES;01:29,1;1.32;1.7;0.22;0.7;0;0;0;01:34,4;4;4;1 and 2 together;5.3;74.34
48;Recording196;3;7;3CV;YES;01:46,5;4.2;0.3;0;0;0;0;0;01:52,2;2;2;;5.7;78.947
48;Recording196;3;8;1AV;YES;02:08,8;3.71;0;0;0;0;0;0;02:14,8;1;1;;6.0;61.833
48;Recording195;2;1;1CH;YES;00:26,4;0.7;2;0;0;0;0;0;00:30,9;2;2;;4.5;60.0
48;Recording195;2;2;2AH;YES;00:49,7;0.86;0.42;1.44;0;0;0;0;00:54,4;3;3;;4.7;57.872
48;Recording195;2;3;4CV;YES;01:07,0;0.68;0.76;0;0;0;0;0;01:14,0;2;2;;7.0;20.571
48;Recording195;2;4;5AV;NO;00:00,0;0;0;0;0;0;0;0;00:00,0;0;0;;0.0;0
48;Recording195;2;5;3AV;YES;01:37,3;0.56;0.24;0.62;0;0;0;0;01:42,3;3;3;;5.0;28.4
48;Recording195;2;6;3AH;YES;01:50,9;0.66;1.54;0.56;0.9;0.2;1.16;0;01:58,0;6;6;;7.1;70.704
48;Recording195;2;7;2CV;YES;02:06,2;4.721;0;0;0;0;0;0;02:12,5;1;1;;6.3;74.937
48;Recording195;2;8;6AH;NO;00:00,0;0;0;0;0;0;0;0;00:00,0;0;0;;0.0;0
