Participant;Record_Name;Track;Hazard_number;Hazard_type;Seen;First fixation time;First fixation;Second fixation;Third fixation;Fouth fixation;Fifth fixation;Sixth fixation;Seventh fixation;Cross event;Detections;Fixations;Remarks;Detection laps;Percentage of fixation during hazard
67;Recording279;3;1;6CV;YES;00:21,9;0.88;0.2;0;0;0;0;0;00:24,9;2;2;Quite good quality;3.0;36.0
67;Recording279;3;2;4CH;YES;00:26,3;2.32;0.74;0;0;0;0;0;00:31,1;2;2;;4.8;63.75
67;Recording279;3;3;5AH;YES;00:45,2;0.82;0;0;0;0;0;0;00:46,2;1;1;;1.0;82.0
67;Recording279;3;4;4AV;YES;01:00,7;0.52;0.82;1.04;0.26;0;0;0;01:05,8;4;4;;5.1;51.765
67;Recording279;3;5;5CH;YES;01:14,2;1.9;0.2;0.1;0;0;0;0;01:16,7;3;3;1, 2,and 3 together;2.5;88.0
67;Recording279;3;6;2CH;YES;01:35,3;1.94;0.92;1.02;0;0;0;0;01:40,7;3;3;;5.4;71.852
67;Recording279;3;7;3CV;YES;01:58,9;2.4;1.48;0;0;0;0;0;02:05,3;2;2;;6.4;60.625
67;Recording279;3;8;1AV;YES;02:30,5;1.5;1.42;1.12;0.36;0;0;0;02:39,1;3;4;;8.6;51.163
67;Recording278;2;1;1CH;YES;00:15,8;3.221;0.38;0;0;0;0;0;00:24,0;1;2;;8.2;43.915
67;Recording278;2;2;2AH;YES;00:42,9;0.56;0.82;2.18;0.38;0.06;0;0;00:51,9;5;5;3,4 and 5 together;9.0;44.444
67;Recording278;2;3;4CV;YES;01:08,4;0.32;1.56;0.4;0.28;0;0;0;01:15,9;3;4;;7.5;34.133
67;Recording278;2;4;5AV;YES;01:34,9;0.42;0.3;0.2;0;0;0;0;01:39,1;3;3;;4.2;21.905
67;Recording278;2;5;3AV;YES;01:41,9;0.16;0;0;0;0;0;0;01:48,9;1;1;Strange, not looking at it, but stopped before ;7.0;2.286
67;Recording278;2;6;3AH;YES;02:00,7;1.48;0.74;0.6;0;0;0;0;02:10,5;3;3;;9.8;28.776
67;Recording278;2;7;2CV;YES;02:20,5;0.22;0.34;0.64;0.3;2.94;0;0;02:30,6;5;5;;10.1;43.96
67;Recording278;2;8;6AH;YES;02:45,5;0.14;0;0;0;0;0;0;02:47,1;1;1;;1.6;8.75
67;Recording276;1;1;1AH;YES;00:21,1;2.801;0;0;0;0;0;0;00:25,3;1;1;offset (maybe less accurate);4.2;66.69
67;Recording276;1;2;3CH;YES;00:44,8;1.42;3.421;0.12;0;0;0;0;00:52,7;2;3;;7.9;62.797
67;Recording276;1;3;2AV;YES;01:11,6;0.82;0.28;0.34;1.68;0.8;0;0;01:21,1;4;5;;9.5;41.263
67;Recording276;1;4;5CV;NO;00:00,0;0;0;0;0;0;0;0;00:00,0;0;0;;0.0;0
67;Recording276;1;5;1CV;YES;02:01,7;1.9;1.08;0;0;0;0;0;02:10,1;2;2;;8.4;35.476
67;Recording276;1;6;6AV;NO;00:00,0;0;0;0;0;0;0;0;00:00,0;0;0;hard to see;0.0;0
67;Recording276;1;7;4AH;YES;02:25,3;2.4;0;0;0;0;0;0;02:28,8;1;1;;3.5;68.571
67;Recording276;1;8;6CH;YES;02:38,5;0.9;0;0;0;0;0;0;02:40,9;1;1;;2.4;37.5
67;Recording275;3;1;6CV;YES;00:21,1;1.06;0;0;0;0;0;0;00:23,4;1;1;some offset;2.3;46.087
67;Recording275;3;2;4CH;YES;00:26,0;2.16;0;0;0;0;0;0;00:29,1;1;1;;3.1;69.677
67;Recording275;3;3;5AH;NO;00:00,0;0;0;0;0;0;0;0;00:00,0;0;0;;0.0;0
67;Recording275;3;4;4AV;YES;00:57,3;1.76;1.3;0;0;0;0;0;01:02,1;2;2;;4.8;63.75
67;Recording275;3;5;5CH;NO;00:00,0;0;0;0;0;0;0;0;00:00,0;0;0;;0.0;0
67;Recording275;3;6;2CH;YES;01:30,6;0.62;0;0;0;0;0;0;01:33,5;1;1;;2.9;21.379
67;Recording275;3;7;3CV;YES;01:50,3;1.84;0.52;1.02;0;0;0;0;01:54,4;3;3;;4.1;82.439
67;Recording275;3;8;1AV;YES;02:13,7;1.48;0.5;0.32;0.52;0.54;0;0;02:23,8;2;5;;10.1;33.267
