Participant;Record_Name;Track;Nr;Type;Seen;First time;First_fix;Sec_fix;Third_fix;Fourth_fix;Fifth_fix;Sixth_fix;Sev_th;Cross event;"""detection until""";Nb_fix;Remark
52;Recording215;3;1;6CV;YES;00:26,8;0,28;0,34;0,34;0,54;0;0;0;00:29,3;4;4;
52;Recording215;3;2;4CH;YES;00:32,1;1,18;0,62;0;0;0;0;0;00:34,8;2;2;
52;Recording215;3;3;5AH;NO;00:00,0;0;0;0;0;0;0;0;00:00,0;0;0;
52;Recording215;3;4;4AV;YES;01:05,8;0,7;0,58;0,06;0,08;0;0;0;01:09,1;4;4;
52;Recording215;3;5;5CH;YES;01:16,7;1,04;0,42;0;0;0;0;0;01:18,5;2;2;
52;Recording215;3;6;2CH;YES;01:35,5;0,92;0,44;0,3;0,18;0,16;0;0;01:40,3;5;5;4 and 5 together
52;Recording215;3;7;3CV;YES;01:55,3;0,5;0,54;3,701;0,12;0,52;0;0;02:02,2;5;5;
52;Recording215;3;8;1AV;YES;02:22,0;1,04;1,42;0,36;0;0;0;0;02:26,6;3;3;
52;Recording214;1;1;1AH;YES;00:33,5;0,28;1,68;0;0;0;0;0;00:38,2;2;2;
52;Recording214;1;2;2CH;YES;01:02,2;2,48;0;0;0;0;0;0;01:04,7;1;1;
52;Recording214;1;3;2AV;YES;01:19,5;0,32;0,2;1,16;0,54;1,94;0;0;01:27,8;5;5;
52;Recording214;1;4;5CV;NO;00:00,0;0;0;0;0;0;0;0;00:00,0;0;0;
52;Recording214;1;5;1CV;YES;02:05,6;1,22;3,261;0;0;0;0;0;02:12,4;2;2;
52;Recording214;1;6;6AV;NO;00:00,0;0;0;0;0;0;0;0;00:00,0;0;0;hard to see
52;Recording214;1;7;4AH;YES;02:26,7;0,28;1,06;0,42;0;0;0;0;02:30,4;3;3;
52;Recording214;1;8;6CH;YES;02:39,3;1,4;0;0;0;0;0;0;02:41,4;1;1;
52;Recording213;2;1;1CH;YES;00:26,2;1,16;0,44;1,9;0;0;0;0;00:32,8;3;3;
52;Recording213;2;2;2AH;NO;00:00,0;0;0;0;0;0;0;0;00:00,0;0;0;
52;Recording213;2;3;4CV;YES;01:17,2;1,79;0,32;0,22;0;0;0;0;01:22,4;3;3;
52;Recording213;2;4;5AV;YES;01:43,9;0,22;0;0;0;0;0;0;01:46,6;1;1;one quick look
52;Recording213;2;5;3AV;YES;01:47,2;1,02;0,52;1,72;0,5;0;0;0;01:54,8;4;4;
52;Recording213;2;6;3AH;YES;02:06,3;1,96;0,54;0;0;0;0;0;02:12,5;2;2;loses it a bit at the end
52;Recording213;2;7;2CV;YES;02:19,1;1,78;0,74;0,18;1,6;0;0;0;02:26,1;4;4;
52;Recording213;2;8;6AH;NO;00:00,0;0;0;0;0;0;0;0;00:00,0;0;0;
52;Recording212;3;1;6CV;YES;00:28,5;0,9;0;0;0;0;0;0;00:30,1;1;1;
52;Recording212;3;2;4CH;YES;00:31,0;1,22;0,72;0,82;0;0;0;0;00:36,0;3;3;
52;Recording212;3;3;5AH;NO;00:00,0;0;0;0;0;0;0;0;00:00,0;0;0;
52;Recording212;3;4;4AV;YES;01:07,2;0,68;0,92;0,54;0;0;0;0;01:12,3;3;3;
52;Recording212;3;5;5CH;NO;00:00,0;0;0;0;0;0;0;0;00:00,0;0;0;
52;Recording212;3;6;2CH;YES;01:37,9;0,9;0,5;0,7;0;0;0;0;01:44,0;3;3;
52;Recording212;3;7;3CV;YES;02:01,3;0,86;1,88;0;0;0;0;0;02:05,4;2;2;
52;Recording212;3;8;1AV;YES;02:27,0;1,96;0,36;0,96;0,44;0;0;0;02:33,7;4;4;
